created_at,id,full_text,entities,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,user,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang
Tue Sep 22 13:00:20 +0000 2020,1308390673939410944,"Your vote has never mattered more than it does right now.

Today is National Voter Registration Day. Go to https://t.co/XdZz4dh82T to register and make a plan to vote. And make sure everybody you know does, too. https://t.co/ItarX1d4zw","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/XdZz4dh82T', 'expanded_url': 'http://iwillvote.com', 'display_url': 'iwillvote.com', 'indices': [107, 130]}], 'media': [{'id': 1308388367898419202, 'id_str': '1308388367898419202', 'indices': [212, 235], 'media_url': 'http://pbs.twimg.com/media/EihU998XcAE1BOG.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EihU998XcAE1BOG.jpg', 'url': 'https://t.co/ItarX1d4zw', 'display_url': 'pic.twitter.com/ItarX1d4zw', 'expanded_url': 'https://twitter.com/BarackObama/status/1308390673939410944/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}}}]}",,,,"{'id': 813286, 'id_str': '813286', 'name': 'Barack Obama', 'screen_name': 'BarackObama', 'location': 'Washington, DC', 'description': 'Dad, husband, President, citizen.', 'url': 'https://t.co/93Y27HEnnX', 'entities': {'url': {'urls': [{'url': 'https://t.co/93Y27HEnnX', 'expanded_url': 'https://www.obama.org/', 'display_url': 'obama.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 124429110, 'friends_count': 599406, 'listed_count': 220888, 'created_at': 'Mon Mar 05 22:08:25 +0000 2007', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 15997, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '77B0DC', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/813286/1502508746', 'profile_link_color': '2574AD', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C2E0F6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': True, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}",False,30639,113279,False,False,en
Sat Sep 19 03:51:54 +0000 2020,1307165496484208640,"Justice Ruth Bader Ginsburg fought to the end, through her cancer, with unwavering faith in our democracy and its ideals. That’s how we remember her. But she also left instructions for how she wanted her legacy to be honored. My statement: https://t.co/Wa6YcT5gDi","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Wa6YcT5gDi', 'expanded_url': 'https://obama.medium.com/my-statement-on-the-passing-of-justice-ruth-bader-ginsburg-5a925b627457', 'display_url': 'obama.medium.com/my-statement-o…', 'indices': [240, 263]}]}",,,,"{'id': 813286, 'id_str': '813286', 'name': 'Barack Obama', 'screen_name': 'BarackObama', 'location': 'Washington, DC', 'description': 'Dad, husband, President, citizen.', 'url': 'https://t.co/93Y27HEnnX', 'entities': {'url': {'urls': [{'url': 'https://t.co/93Y27HEnnX', 'expanded_url': 'https://www.obama.org/', 'display_url': 'obama.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 124429110, 'friends_count': 599406, 'listed_count': 220888, 'created_at': 'Mon Mar 05 22:08:25 +0000 2007', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 15997, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '77B0DC', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/813286/1502508746', 'profile_link_color': '2574AD', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C2E0F6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': True, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}",False,79669,417649,False,False,en
Fri Sep 18 19:00:39 +0000 2020,1307031800909385733,"If you're looking for a way to get involved in this upcoming election, sign up to volunteer as a poll worker for early voting and Election Day. You can help your community and make sure this election runs fairly and safely. Sign up: https://t.co/Ge4XvvPwpW https://t.co/wb4Ap7xmtt","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Ge4XvvPwpW', 'expanded_url': 'http://more.vote/next', 'display_url': 'more.vote/next', 'indices': [233, 256]}], 'media': [{'id': 1307030362212708354, 'id_str': '1307030362212708354', 'indices': [257, 280], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1307030362212708354/img/OzdXvQKSLq0SeJGB.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1307030362212708354/img/OzdXvQKSLq0SeJGB.jpg', 'url': 'https://t.co/wb4Ap7xmtt', 'display_url': 'pic.twitter.com/wb4Ap7xmtt', 'expanded_url': 'https://twitter.com/BarackObama/status/1307031800909385733/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}}}]}",,,,"{'id': 813286, 'id_str': '813286', 'name': 'Barack Obama', 'screen_name': 'BarackObama', 'location': 'Washington, DC', 'description': 'Dad, husband, President, citizen.', 'url': 'https://t.co/93Y27HEnnX', 'entities': {'url': {'urls': [{'url': 'https://t.co/93Y27HEnnX', 'expanded_url': 'https://www.obama.org/', 'display_url': 'obama.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 124429110, 'friends_count': 599406, 'listed_count': 220888, 'created_at': 'Mon Mar 05 22:08:25 +0000 2007', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 15997, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '77B0DC', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/813286/1502508746', 'profile_link_color': '2574AD', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C2E0F6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': True, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}",False,9989,43523,False,False,en
Thu Sep 17 10:10:15 +0000 2020,1306535933475532803,"There’s no feeling like finishing a book, and I’m proud of this one. In A Promised Land, I try to provide an honest accounting of my presidency, the forces we grapple with as a nation, and how we can heal our divisions and make democracy work for everybody. https://t.co/T1QSZVDvOm","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1306531066715537413, 'id_str': '1306531066715537413', 'indices': [258, 281], 'media_url': 'http://pbs.twimg.com/media/EiG7FTeXgAUhTDk.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EiG7FTeXgAUhTDk.jpg', 'url': 'https://t.co/T1QSZVDvOm', 'display_url': 'pic.twitter.com/T1QSZVDvOm', 'expanded_url': 'https://twitter.com/BarackObama/status/1306535933475532803/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 340, 'resize': 'fit'}, 'large': {'w': 1024, 'h': 512, 'resize': 'fit'}, 'medium': {'w': 1024, 'h': 512, 'resize': 'fit'}}}]}",,,,"{'id': 813286, 'id_str': '813286', 'name': 'Barack Obama', 'screen_name': 'BarackObama', 'location': 'Washington, DC', 'description': 'Dad, husband, President, citizen.', 'url': 'https://t.co/93Y27HEnnX', 'entities': {'url': {'urls': [{'url': 'https://t.co/93Y27HEnnX', 'expanded_url': 'https://www.obama.org/', 'display_url': 'obama.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 124429110, 'friends_count': 599406, 'listed_count': 220888, 'created_at': 'Mon Mar 05 22:08:25 +0000 2007', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 15997, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '77B0DC', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/813286/1502508746', 'profile_link_color': '2574AD', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C2E0F6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': True, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}",False,40084,321961,False,False,en
Wed Sep 16 15:00:09 +0000 2020,1306246499882369026,"Over the last few months, I've learned a thing or two from the young people in our country. I figured I would return the favor by sharing with you how to make a plan to vote in this upcoming election.
 
Get registered and vote early: https://t.co/Q5BUeMaOB5 

Video: @attn https://t.co/CNqjS7Dmxo","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'attn', 'name': 'attn', 'id': 214112621, 'id_str': '214112621', 'indices': [267, 272]}], 'urls': [{'url': 'https://t.co/Q5BUeMaOB5', 'expanded_url': 'http://votesave.us/obama', 'display_url': 'votesave.us/obama', 'indices': [234, 257]}], 'media': [{'id': 1306054571970551808, 'id_str': '1306054571970551808', 'indices': [273, 296], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1306054571970551808/img/OQiD6_UZBbEbB3R2.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1306054571970551808/img/OQiD6_UZBbEbB3R2.jpg', 'url': 'https://t.co/CNqjS7Dmxo', 'display_url': 'pic.twitter.com/CNqjS7Dmxo', 'expanded_url': 'https://twitter.com/BarackObama/status/1306246499882369026/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}}, 'source_user_id': 214112621, 'source_user_id_str': '214112621'}]}",,,,"{'id': 813286, 'id_str': '813286', 'name': 'Barack Obama', 'screen_name': 'BarackObama', 'location': 'Washington, DC', 'description': 'Dad, husband, President, citizen.', 'url': 'https://t.co/93Y27HEnnX', 'entities': {'url': {'urls': [{'url': 'https://t.co/93Y27HEnnX', 'expanded_url': 'https://www.obama.org/', 'display_url': 'obama.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 124429110, 'friends_count': 599406, 'listed_count': 220888, 'created_at': 'Mon Mar 05 22:08:25 +0000 2007', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 15997, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '77B0DC', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/813286/1502508746', 'profile_link_color': '2574AD', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C2E0F6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': True, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}",False,44862,149620,False,False,en
Fri Sep 11 15:30:03 +0000 2020,1304442086289297408,"Today we remember the lives we lost on 9/11. Even the smallest act of service is a way to honor them. And just like Jay Winuk, we can honor their memories through service. https://t.co/BdKDozK5t0 https://t.co/Jc4vg4Dqoh","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/BdKDozK5t0', 'expanded_url': 'http://911day.org', 'display_url': '911day.org', 'indices': [172, 195]}, {'url': 'https://t.co/Jc4vg4Dqoh', 'expanded_url': 'https://twitter.com/ObamaFoundation/status/1304440012616994817', 'display_url': 'twitter.com/ObamaFoundatio…', 'indices': [196, 219]}]}",,,,"{'id': 813286, 'id_str': '813286', 'name': 'Barack Obama', 'screen_name': 'BarackObama', 'location': 'Washington, DC', 'description': 'Dad, husband, President, citizen.', 'url': 'https://t.co/93Y27HEnnX', 'entities': {'url': {'urls': [{'url': 'https://t.co/93Y27HEnnX', 'expanded_url': 'https://www.obama.org/', 'display_url': 'obama.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 124429110, 'friends_count': 599406, 'listed_count': 220888, 'created_at': 'Mon Mar 05 22:08:25 +0000 2007', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 15997, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '77B0DC', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/813286/1502508746', 'profile_link_color': '2574AD', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C2E0F6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': True, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}",True,16239,112854,False,False,en
Thu Sep 10 00:55:37 +0000 2020,1303859640980172800,The fires across the West Coast are just the latest examples of the very real ways our changing climate is changing our communities. Protecting our planet is on the ballot. Vote like your life depends on it—because it does. https://t.co/gKGegXWxQu,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1303859637163298816, 'id_str': '1303859637163298816', 'indices': [224, 247], 'media_url': 'http://pbs.twimg.com/media/Ehg9bo4WkAARaRL.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ehg9bo4WkAARaRL.jpg', 'url': 'https://t.co/gKGegXWxQu', 'display_url': 'pic.twitter.com/gKGegXWxQu', 'expanded_url': 'https://twitter.com/BarackObama/status/1303859640980172800/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 446, 'resize': 'fit'}, 'medium': {'w': 1125, 'h': 738, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1125, 'h': 738, 'resize': 'fit'}}}]}",,,,"{'id': 813286, 'id_str': '813286', 'name': 'Barack Obama', 'screen_name': 'BarackObama', 'location': 'Washington, DC', 'description': 'Dad, husband, President, citizen.', 'url': 'https://t.co/93Y27HEnnX', 'entities': {'url': {'urls': [{'url': 'https://t.co/93Y27HEnnX', 'expanded_url': 'https://www.obama.org/', 'display_url': 'obama.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 124429110, 'friends_count': 599406, 'listed_count': 220888, 'created_at': 'Mon Mar 05 22:08:25 +0000 2007', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 15997, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '77B0DC', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/813286/1502508746', 'profile_link_color': '2574AD', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C2E0F6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': True, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}",False,121114,566910,False,False,en
Tue Sep 08 12:00:01 +0000 2020,1303302067847663617,"Great to catch up with our next Vice President, @KamalaHarris. I wanted to make sure to share a few tips about serving alongside our friend @JoeBiden. https://t.co/ncidvmylch","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KamalaHarris', 'name': 'Kamala Harris', 'id': 30354991, 'id_str': '30354991', 'indices': [48, 61]}, {'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': 939091, 'id_str': '939091', 'indices': [140, 149]}], 'urls': [], 'media': [{'id': 1303298574537625600, 'id_str': '1303298574537625600', 'indices': [151, 174], 'media_url': 'http://pbs.twimg.com/media/EjQ_X69XcBAJiIQ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjQ_X69XcBAJiIQ.jpg', 'url': 'https://t.co/ncidvmylch', 'display_url': 'pic.twitter.com/ncidvmylch', 'expanded_url': 'https://twitter.com/BarackObama/status/1303302067847663617/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}",,,,"{'id': 813286, 'id_str': '813286', 'name': 'Barack Obama', 'screen_name': 'BarackObama', 'location': 'Washington, DC', 'description': 'Dad, husband, President, citizen.', 'url': 'https://t.co/93Y27HEnnX', 'entities': {'url': {'urls': [{'url': 'https://t.co/93Y27HEnnX', 'expanded_url': 'https://www.obama.org/', 'display_url': 'obama.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 124429110, 'friends_count': 599406, 'listed_count': 220888, 'created_at': 'Mon Mar 05 22:08:25 +0000 2007', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 15997, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '77B0DC', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/813286/1502508746', 'profile_link_color': '2574AD', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C2E0F6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': True, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}",False,26634,144815,False,False,en
Mon Sep 07 17:01:07 +0000 2020,1303015453544112129,"RT @JoeBiden: Today, we honor the generations of union workers who fought for the rights, power, wages, and benefits that built and sustain…","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': 939091, 'id_str': '939091', 'indices': [3, 12]}], 'urls': []}",,,,"{'id': 813286, 'id_str': '813286', 'name': 'Barack Obama', 'screen_name': 'BarackObama', 'location': 'Washington, DC', 'description': 'Dad, husband, President, citizen.', 'url': 'https://t.co/93Y27HEnnX', 'entities': {'url': {'urls': [{'url': 'https://t.co/93Y27HEnnX', 'expanded_url': 'https://www.obama.org/', 'display_url': 'obama.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 124429110, 'friends_count': 599406, 'listed_count': 220888, 'created_at': 'Mon Mar 05 22:08:25 +0000 2007', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 15997, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '77B0DC', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/813286/1502508746', 'profile_link_color': '2574AD', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C2E0F6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': True, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}",False,15131,0,False,False,en
Mon Sep 07 17:00:34 +0000 2020,1303015313320050688,"This Labor Day, let’s thank all those who've kept our country going this year—nurses, teachers, delivery drivers, food service workers, and many more. We can honor them by building our system back even better—so that essential workers are treated like it, pandemic or not.","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,,,"{'id': 813286, 'id_str': '813286', 'name': 'Barack Obama', 'screen_name': 'BarackObama', 'location': 'Washington, DC', 'description': 'Dad, husband, President, citizen.', 'url': 'https://t.co/93Y27HEnnX', 'entities': {'url': {'urls': [{'url': 'https://t.co/93Y27HEnnX', 'expanded_url': 'https://www.obama.org/', 'display_url': 'obama.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 124429110, 'friends_count': 599406, 'listed_count': 220888, 'created_at': 'Mon Mar 05 22:08:25 +0000 2007', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 15997, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '77B0DC', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/813286/1502508746', 'profile_link_color': '2574AD', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C2E0F6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': True, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}",False,46683,316460,False,False,en
Sat Sep 05 16:00:08 +0000 2020,1302275331592785923,"It might be Labor Day weekend, but let’s all remember that we're still in the middle of a pandemic. Wear a mask, practice social distancing, and follow the experts. It’ll save lives.","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,,,"{'id': 813286, 'id_str': '813286', 'name': 'Barack Obama', 'screen_name': 'BarackObama', 'location': 'Washington, DC', 'description': 'Dad, husband, President, citizen.', 'url': 'https://t.co/93Y27HEnnX', 'entities': {'url': {'urls': [{'url': 'https://t.co/93Y27HEnnX', 'expanded_url': 'https://www.obama.org/', 'display_url': 'obama.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 124429110, 'friends_count': 599406, 'listed_count': 220888, 'created_at': 'Mon Mar 05 22:08:25 +0000 2007', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 15997, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '77B0DC', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/813286/1502508746', 'profile_link_color': '2574AD', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C2E0F6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': True, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}",False,116527,754494,False,False,en
